Sex	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012
F	0	0	0	0	0	0	0	0	0	0	0	0	SB	w	NW	0	NB	0	0	SB	SB	0	0	SB	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	0	SB	SB	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	w	w	NW	NB	SB	SB	0	SB	0	NB	SB	SB	NB	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	W	NW	SB
M	0	0	0	0	0	0	0	0	0	0	0	0	SB	SB	SB	SB	0	0	SB	SB	w	w	w	NW	SB	SB	SB	SB	SB	0	0	SB	SB	SB	SB	SB	SB	SB	0	0	0	0	SB	w	w	w	w	w	W	NW
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	SB	SB	SB	SB	SB	0	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	SB	SB	NB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	NB	0	0	0	ND	0	SB	0	SB	SB	0	SB	SB	SB	NB	SB	SB	SB	SB	SB	SB	0	SB	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	SB	SB	0	0	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	SB	SB	0	SB	NB	NB	0	0	0	NB	SB	0	0	SB	0	SB	SB	SB	SB	SB	SB	NW	SB	SB	SB	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	0	0	NB	w	W	NW	NB	SB	0	SB	NB	W	w	NW	SB	0	SB	SB	SB	SB	SB	SB	0	w	NW	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	SB	W	w	NW	SB	SB	SB	SB	SB	SB	SB	SB	NB	SB	0	0	SB	SB	NB	SB	d	D	d	d	d	d	d	d	d
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ND	0	0	0	w	NW	SB	0	0	SB	SB	NB	0	SB	w	W	NW	0	SB	SB	SB	SB	SB	SB	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	SB	w	NW	SB	NB	SB	0	SB	NB	SB	0	SB	0	0	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ND	SB	NB	SB	SB	SB	SB	0	0	ND	0	0	SB	SB	SB	SB	SB	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	NB	SB	0	SB	SB	NB	SB	SB	NB	SB	SB	SB	SB	SB	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NW	0	SB	SB	0	0	0	SB	SB	w	NW	SB	SB	NB	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	SB	SB	SB	w	NW	SB	SB	SB	SB	SB	SB	SB	SB	NB	SB	SB	SB	SB	SB	SB	W	NW	SB	SB	SB	SB	SB	SB	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	SB	SB	0	0	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	0	SB	NB	W	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w
F	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	SB	0	SB	0	SB	0	0	SB	SB	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	SB	NB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NW	SB	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	SB	NB	NB	d	ND	0	0	SB	SB	SB	SB	0	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	NW	SB	SB	SB	SB	SB	NB	SB	SB	SB	SB	SB	0	SB
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ND	SB	NB	SB	SB	w	NW	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	SB	0	d	d	ND	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	SB	NB	0	NB	0	0	0	0	0	0	0	0	NB	0	0	0	0	0	w	w	NW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NW	w	NW	SB	W	w	w	W	NW	0	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	0	0	NB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	SB	0	0	SB	NB	SB	0	0	0	SB	SB	SB	d	D	ND	SB	SB	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	0	NB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	SB	SB	0	0	0	0	SB	SB	SB	NW	SB	SB	0	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	SB	SB	SB	SB	SB	0	0	SB	SB	SB	SB	SB	SB	SB	0	0	SB	SB	SB	SB	SB	SB	SB	SB	SB	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	SB	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	NB	w	w	NW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NW	SB	0	0	d	ND	SB	SB	SB	w	w	w	w	NW	SB	SB	0	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	w	NW	0	SB
F	0	0	0	0	0	0	0	0	0	0	0	0	NW	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	0	0	0	0	ND	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	0	ND	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	0	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ND	w	w	w	w	NW	SB	w	w	w	NW	0	0	SB	SB	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	SB	w	w	w	W	w	w	w	NW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NW	0	w	w	NW	0	0	0	SB	SB	0	SB	NB	d	d	d	ND	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ND	0	SB	0	SB	0	0	NB	NW	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	0	0	0	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	NB	SB	SB	w	w	w	W	w	W	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w
M	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	0	0	0	SB	0	NB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	SB	NB	0	SB	0	SB	NB	SB	SB	0	SB	NB	SB	SB	SB	SB	SB	w	w	NW	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	SB	NB	NB	w	w	NW	SB	SB	SB	SB	SB	NW	SB	SB	SB	SB	SB	SB	0	SB	SB	SB	SB	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	SB	W	NW	W	NW	SB	SB	w	w	NW	SB	SB	SB	SB	SB	0	0	SB	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	0	0	NB	0	NB	NB	NB	NB	0	SB	SB	0	SB	SB	0	NB	SB	SB	SB	SB	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	NB	NB	ND	SB	SB	0	SB	SB	SB	NB	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	SB	SB	0	SB	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	SB	SB	SB	SB	SB	0	SB	SB	0	SB	SB	SB	0	d	d	d	d	d	D	d
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	0	0	SB	0	0	0	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	0	0	0	W	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ND	SB	0	0	SB	SB	SB	SB	SB	SB	NB	SB	SB	SB	SB	d	d	d	ND	SB	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	0	d	ND	W	w	w	w	w	w	w	w	w	w	w	NW	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NW	SB	SB	0	w	w	W	NW	SB	SB	SB	NB	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	NB	NB	0	0	NB	NB	0	0	SB	SB	NB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NW	NW	SB	SB	SB	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	SB	0	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	SB	NB	0	SB	NB	0	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	d	d	ND	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NW	0	0	0	0	0	0	0	SB	SB	SB	0	SB	SB	SB	SB	SB	SB	0	SB	SB	w	NW	SB	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NW	D	d	d	d	d	d	d	d	d	d	d	d	d	d	d	d	d	d	d	d	d	d	d	d	d	d	d	d	d	d
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	NB	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NW	0	0	SB	0	SB	0	SB	0	SB	SB	SB	ND	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ND	0	NB	0	0	0	NB	SB	SB	w	w	NW	SB	w	w	w	w	W	w	w	NW	W	w	w	w	w	w	w	w	w	w
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	SB	SB	0	NB	SB	SB	NB	0	SB	SB	SB	w	w	NW	0	SB	0	0	0	SB	SB	SB	0	SB	0	SB	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	0	0	SB	NB	NW	0	SB	SB	SB	SB	SB	SB	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	SB	NB	SB	SB	SB	SB	SB	SB	SB	0	SB	SB	SB	SB	0	SB	SB	SB	SB	SB	w	NW
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	SB	NB	SB	SB	SB	SB	SB	SB	NB	SB	SB	SB	NB	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NW	w	NW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	0	SB	d	d	d	d	d	d	d	ND	ND	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	SB	SB	0	NB	ND	0	ND	SB	SB	SB	SB	SB	SB	SB	0	SB	0	SB	SB	SB	SB	SB	0	SB	SB	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	NB	SB	SB	SB	0	0	SB	SB	SB	0	0	0	0	0	0	0	NB	SB	SB	SB	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	SB	NB	SB	SB	SB	0	SB	SB	SB	SB	0	ND	SB	SB	SB	0	SB	w	w	NW	SB	w	NW	W	NW	NB	SB
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ND	0	SB	NB	0	0	D	ND	SB	SB	SB	SB	SB	0	SB	SB	SB	SB	SB	SB	SB	SB	ND	SB	SB	SB	ND	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	SB	SB	SB	0	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	w	NW	SB	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ND	0	SB	0	NB	0	w	w	NW	0	0	SB	SB	SB	0	SB	SB	SB	SB	SB	SB	SB	0	SB	SB	SB	SB	SB	SB	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	0	SB	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NW	SB	SB	SB	SB	SB	SB	W	NW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NW	0	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NW	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	NB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	SB	0	SB	0	0	SB	0	SB	SB	SB	SB	SB	SB	SB	w	w	NW	0	w	W	w	w	w	NW	SB	SB	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NW	SB	SB	SB	w	NW	SB	SB	SB	SB	SB	SB	SB	w	NW	SB	SB	SB	SB	SB	SB	SB	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ND	ND	w	NW	0	NB	SB	0	SB	SB	ND	NW	ND	SB	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ND	0	d	d	D	ND	SB	SB	SB	0	0	d	D	ND	0	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	SB	SB	0	0	0	0	d	d	d	d	d	ND	SB	0	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	NB	0	SB	SB	0	0	0	ND	SB	0	0	0	SB	0	SB	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	SB	0	0	0	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	SB	SB	SB	SB	SB	SB	0	SB	SB	SB	SB	SB	w	NW	SB	SB	SB	SB	SB	SB	w	w	NW	SB	ND	ND	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NW	0	D	d	d	d	d	d	d	d	d	d	d	d	d	d	d	d	d	d	d	d	d	d	d	d	d	d	d	d	d	d
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NW	NB	NB	NB	d	d	D	ND	W	NW	SB	SB	NB	SB	SB	SB	0	SB	0	D	d	d	d	d	d	d	d	d	d	d	d	d	d
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	SB	SB	0	0	w	w	NW	SB	SB	SB	SB	NB	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	SB	0	SB	0	NB	SB	NB	SB	SB	ND	NW	ND	SB	SB	NB	SB	SB	SB	SB	SB	SB	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NW	w	NW	w	w	w	NW	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	SB	SB	SB	SB	NW	SB	NB	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	w	W	w	NW	SB	SB	NB	SB	SB	SB	SB	0	SB	0	0	0	SB	SB	SB	0	SB	SB	SB	SB	SB	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	SB	NW	SB	SB	SB	SB	SB	SB	SB	SB	0	SB	SB	SB	w	NW	SB	SB	SB	SB	SB	w	NW
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NW	0	SB	SB	SB	SB	SB	SB	SB	SB	0	SB	SB	SB	SB	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	w	w	NW	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	0	0	NB	W	w	NW	SB	SB	SB	SB	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	NB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	w	w	W	w	NW	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NW	SB	0	SB	SB	0	SB	SB	w	W	w	NW	ND	SB	SB	SB	SB	SB	NB	SB	SB	SB	SB	SB	0	SB
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ND	SB	SB	w	w	NW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	0	SB	0	SB	NB	0	ND	SB	0	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB	SB
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	SB	0	0	0	NW	SB	SB	0	0	0	SB	SB	SB	NW	SB	SB	SB	SB	0	SB	SB	SB	SB	0	SB	SB	SB	SB	SB	0	SB
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	SB	0	0	0	0	0	0	0	0	0	0
M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SB	SB	SB	SB	SB	SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ND	SB	0	SB	SB	0	SB	SB	SB	0	0
